prediction005_176_1_1_1_500
anzahlrichtige:1282
anzahlfalsche:336
Testdata
anzahlrichtige:290
anzahlfalsche:113
Trainingsdata
anzahlrichtige:992
anzahlfalsche:223
prediction005_176_1_1_2_500
anzahlrichtige:1264
anzahlfalsche:354
Testdata
anzahlrichtige:285
anzahlfalsche:118
Trainingsdata
anzahlrichtige:979
anzahlfalsche:236
prediction005_176_1_1_3_500
anzahlrichtige:1266
anzahlfalsche:352
Testdata
anzahlrichtige:292
anzahlfalsche:108
Trainingsdata
anzahlrichtige:974
anzahlfalsche:244
prediction005_176_1_1_4_500
anzahlrichtige:1288
anzahlfalsche:330
Testdata
anzahlrichtige:291
anzahlfalsche:111
Trainingsdata
anzahlrichtige:997
anzahlfalsche:219
prediction005_176_1_1_5_500
anzahlrichtige:1283
anzahlfalsche:335
Testdata
anzahlrichtige:302
anzahlfalsche:102
Trainingsdata
anzahlrichtige:981
anzahlfalsche:233
prediction006_176_1_1_1_500
anzahlrichtige:1279
anzahlfalsche:339
Testdata
anzahlrichtige:286
anzahlfalsche:117
Trainingsdata
anzahlrichtige:993
anzahlfalsche:222
prediction006_176_1_1_2_500
anzahlrichtige:1271
anzahlfalsche:347
Testdata
anzahlrichtige:292
anzahlfalsche:111
Trainingsdata
anzahlrichtige:979
anzahlfalsche:236
prediction006_176_1_1_3_500
anzahlrichtige:1264
anzahlfalsche:354
Testdata
anzahlrichtige:289
anzahlfalsche:111
Trainingsdata
anzahlrichtige:975
anzahlfalsche:243
prediction006_176_1_1_4_500
anzahlrichtige:1292
anzahlfalsche:326
Testdata
anzahlrichtige:294
anzahlfalsche:108
Trainingsdata
anzahlrichtige:998
anzahlfalsche:218
prediction006_176_1_1_5_500
anzahlrichtige:1283
anzahlfalsche:335
Testdata
anzahlrichtige:302
anzahlfalsche:102
Trainingsdata
anzahlrichtige:981
anzahlfalsche:233
prediction013_176_1_1_1_500
anzahlrichtige:1255
anzahlfalsche:363
Testdata
anzahlrichtige:284
anzahlfalsche:119
Trainingsdata
anzahlrichtige:971
anzahlfalsche:244
prediction013_176_1_1_2_500
anzahlrichtige:1270
anzahlfalsche:348
Testdata
anzahlrichtige:289
anzahlfalsche:114
Trainingsdata
anzahlrichtige:981
anzahlfalsche:234
prediction013_176_1_1_3_500
anzahlrichtige:1274
anzahlfalsche:344
Testdata
anzahlrichtige:306
anzahlfalsche:94
Trainingsdata
anzahlrichtige:968
anzahlfalsche:250
prediction013_176_1_1_4_500
anzahlrichtige:1133
anzahlfalsche:485
Testdata
anzahlrichtige:268
anzahlfalsche:134
Trainingsdata
anzahlrichtige:865
anzahlfalsche:351
prediction013_176_1_1_5_500
anzahlrichtige:1226
anzahlfalsche:392
Testdata
anzahlrichtige:298
anzahlfalsche:106
Trainingsdata
anzahlrichtige:928
anzahlfalsche:286
prediction014_176_1_1_1_500
anzahlrichtige:1252
anzahlfalsche:366
Testdata
anzahlrichtige:278
anzahlfalsche:125
Trainingsdata
anzahlrichtige:974
anzahlfalsche:241
prediction014_176_1_1_2_500
anzahlrichtige:1177
anzahlfalsche:441
Testdata
anzahlrichtige:263
anzahlfalsche:140
Trainingsdata
anzahlrichtige:914
anzahlfalsche:301
prediction014_176_1_1_3_500
anzahlrichtige:1264
anzahlfalsche:354
Testdata
anzahlrichtige:292
anzahlfalsche:108
Trainingsdata
anzahlrichtige:972
anzahlfalsche:246
prediction014_176_1_1_4_500
anzahlrichtige:1282
anzahlfalsche:336
Testdata
anzahlrichtige:294
anzahlfalsche:108
Trainingsdata
anzahlrichtige:988
anzahlfalsche:228
prediction014_176_1_1_5_500
anzahlrichtige:1271
anzahlfalsche:347
Testdata
anzahlrichtige:303
anzahlfalsche:101
Trainingsdata
anzahlrichtige:968
anzahlfalsche:246
prediction021_176_1_1_1_500
anzahlrichtige:1281
anzahlfalsche:337
Testdata
anzahlrichtige:295
anzahlfalsche:108
Trainingsdata
anzahlrichtige:986
anzahlfalsche:229
prediction021_176_1_1_2_500
anzahlrichtige:1269
anzahlfalsche:349
Testdata
anzahlrichtige:291
anzahlfalsche:112
Trainingsdata
anzahlrichtige:978
