prediction013_176_1_1_4_500		1.4819224
prediction006_176_1_1_4_500		1.5936515
prediction014_176_1_1_1_500		1.615572
prediction005_176_1_1_4_500		1.642504
prediction001_176_1_1_4_500		1.6535738
prediction014_176_1_1_4_500		1.6639094
prediction013_176_1_1_2_500		1.6682229
prediction002_176_1_1_4_500		1.6719172
prediction018_176_1_1_4_500		1.67833
prediction013_176_1_1_1_500		1.6783972
prediction014_176_1_10_4_500	1.7047007
prediction021_176_1_1_4_500		1.7465338
prediction006_176_1_10_4_500	1.7601788
prediction001_176_1_10_4_500	1.7684633
prediction030_176_1_1_1_500		1.7922148
prediction001_176_1_1_2_500		1.7968626
prediction005_176_1_10_4_500	1.8022406
prediction014_176_1_10_1_500	1.8142322
prediction029_176_1_1_1_500		1.833628
prediction002_176_1_1_3_500		1.8379582
prediction002_176_1_10_1_500	1.8473005
prediction006_176_1_1_1_500		1.8488181
prediction022_176_1_1_1_500		1.8561773
prediction013_176_1_10_1_500	1.871427
prediction017_176_1_1_4_500		1.8909571
prediction018_176_1_1_1_500		1.8962171
prediction001_176_1_10_1_500	1.8970618
prediction005_176_1_1_2_500		1.8970715
prediction005_176_1_1_1_500		1.9011872
prediction002_176_1_10_4_500	1.9022282
prediction022_176_1_1_3_500		1.9061357
prediction001_176_1_1_1_500		1.9084526
prediction017_176_1_1_3_500		1.9100504
prediction002_176_1_1_2_500		1.9115057
prediction014_176_1_1_2_500		1.9210209
prediction006_176_1_1_3_500		1.9229826
prediction006_176_1_10_1_500	1.9263749
prediction002_176_1_1_1_500		1.9324067
prediction001_176_1_1_3_500		1.934883
prediction006_176_1_1_2_500		1.9577094
prediction021_176_1_1_1_500		1.962423
prediction014_176_1_1_3_500		1.962647
prediction005_176_1_10_1_500	1.9685383
prediction017_176_1_1_1_500		1.9691342
prediction006_176_1_1_5_500		1.9734666
prediction005_176_1_1_3_500		1.9746485
prediction013_176_1_10_4_500	1.9797386
prediction018_176_1_1_2_500		1.9837444
prediction013_176_1_1_3_500		1.985558
prediction014_176_1_1_5_500		1.9985085
prediction014_176_1_10_3_500	1.9992888
prediction013_176_1_1_5_500		2.043054
prediction005_176_1_1_5_500		2.0466924
prediction017_176_1_1_5_500		2.0534935
prediction013_176_1_10_5_500	2.0789344
prediction018_176_1_1_5_500		2.0888853
prediction001_176_1_10_5_500	2.1135902
prediction005_176_1_10_3_500	2.1358461
prediction013_176_1_10_3_500	2.1756268
prediction005_176_1_10_5_500	2.1940665
prediction006_176_1_10_5_500	2.2367454
prediction014_176_1_10_5_500	2.2773604
prediction006_176_1_10_3_500	10.090311
prediction017_176_1_1_2_500	10.236822
prediction018_176_1_1_3_500	10.4869175
prediction001_176_1_1_5_500	10.767986
prediction021_176_1_1_3_500	10.844374
prediction002_176_1_10_3_500	10.961462
prediction006_176_1_10_2_500	11.010376
prediction022_176_1_1_2_500	11.180187
prediction002_176_1_1_5_500	11.45573
prediction002_176_1_10_2_500	11.499575
prediction021_176_1_1_2_500	11.587198
prediction013_176_1_10_2_500	11.926668
prediction002_176_1_10_5_500	12.005323
prediction001_176_1_10_2_500	12.428188
prediction021_176_1_1_5_500	12.454166
prediction001_176_1_10_3_500	12.57711
prediction014_176_1_10_2_500	12.778375
prediction005_176_1_10_2_500	13.629364
prediction009_176_1_10_5_500	442.67828
prediction010_176_1_1_2_500	444.56842
prediction026_176_1_1_1_500	447.5979
prediction010_176_1_10_5_500	447.6864
prediction009_176_1_1_4_500	447.978
prediction025_176_1_1_1_500	449.43317
prediction010_176_1_10_4_500	450.82983
prediction009_176_1_1_3_500	451.0766
prediction010_176_1_1_1_500	453.64633
prediction010_176_1_10_2_500	454.06586
prediction009_176_1_10_3_500	454.19086
prediction009_176_1_1_5_500	454.68997
prediction009_176_1_10_1_500	455.53497
prediction010_176_1_10_1_500	456.98495
prediction010_176_1_1_3_500	457.00958
prediction010_176_1_1_4_500	459.69724
prediction009_176_1_1_2_500	462.30588
prediction055_176_1_1_1_500	465.39502
prediction010_176_1_10_3_500	465.634
prediction009_176_1_10_2_500	465.83078
prediction009_176_1_10_4_500	478.14673
prediction010_176_1_1_5_500	484.6552
prediction009_176_1_1_1_500	487.14117
