prediction002_176_1_1_4_500	0.8366796
prediction005_176_1_1_4_500	0.846016
prediction006_176_1_1_4_500	0.87544715
prediction001_176_1_1_4_500	0.90073156
prediction014_176_1_1_4_500	0.90983427
prediction022_176_1_1_4_500	0.92243916
prediction017_176_1_1_4_500	0.9255194
prediction018_176_1_1_4_500	0.9261591
prediction021_176_1_1_4_500	0.9650799
prediction022_176_1_1_3_500	0.9777676
prediction113_176_1_1_1_500	0.98661906
prediction029_176_1_1_4_500	1.0006523
prediction014_176_1_1_1_500	1.0023943
prediction126_176_1_1_1_500	1.003399
prediction049_176_1_1_1_500	1.0119046
prediction013_176_1_1_1_500	1.0136614
prediction022_176_1_1_1_500	1.0148833
prediction005_176_1_1_2_500	1.014953
prediction006_176_1_1_2_500	1.0223758
prediction018_176_1_1_1_500	1.0241028
prediction017_176_1_1_1_500	1.0286286
prediction014_176_1_1_3_500	1.0332572
prediction005_176_1_1_3_500	1.0353289
prediction006_176_1_1_1_500	1.0354084
prediction021_176_1_1_1_500	1.0420482
prediction002_176_1_1_2_500	1.0501478
prediction002_176_1_1_3_500	1.053219
prediction002_176_1_1_1_500	1.0572138
prediction013_176_1_1_3_500	1.0591296
prediction030_176_1_1_4_500	1.0609542
prediction017_176_1_1_3_500	1.0637615
prediction006_176_1_1_3_500	1.0656025
prediction001_176_1_1_1_500	1.0687025
prediction018_176_1_1_2_500	1.0703243
prediction030_176_1_1_2_500	1.0710326
prediction013_176_1_1_5_500	1.0725578
prediction014_176_1_1_2_500	1.0738745
prediction013_176_1_1_2_500	1.0741162
prediction030_176_1_1_1_500	1.097684
prediction109_176_1_1_1_200	1.1026313
prediction029_176_1_1_2_500	1.1051879
prediction030_176_1_1_5_500	1.1099625
prediction005_176_1_1_1_500	1.1104053
prediction017_176_1_1_2_500	1.1132122
prediction018_176_1_1_3_500	1.1259315
prediction001_176_1_1_3_500	1.1292595
prediction001_176_1_1_2_500	1.1336128
prediction125_176_1_1_1_500	1.1388388
prediction110_176_1_1_1_500	1.1438445
prediction006_176_1_1_5_500	1.1589509
prediction021_176_1_1_3_500	1.1605791
prediction001_176_1_1_5_500	1.1675465
prediction002_176_1_1_5_500	1.1798673
prediction029_176_1_1_3_500	1.1959183
prediction022_176_1_1_2_500	1.2008463
prediction021_176_1_1_2_500	1.2033662
prediction005_176_1_1_5_500	1.213625
prediction022_176_1_1_5_500	1.215214
prediction014_176_1_1_5_500	1.2162454
prediction018_176_1_1_5_500	1.2348616
prediction021_176_1_1_5_500	1.2397841
prediction017_176_1_1_5_500	1.3076665
prediction013_176_1_1_4_500	1.3304174
prediction029_176_1_1_1_500	1.3569788
prediction030_176_1_1_3_500	1.3656051
prediction029_176_1_1_5_500	1.494495
